Seq	JH1T	JH1O	JH1S	JH3T	JH3O	JH3S	JH4T	JH4O	JH4S	JH5T	JH5O	JH5S	JH6T	JH6O	JH6S	JH7T	JH7O	JH7S
Seq18685	0	0	5	0	0	1	0	0	6	0	0	2	0	2	36	0	0	4
Seq18686	0	0	10	0	1	2	0	0	7	0	0	1	0	2	9	0	12	73
Seq18687	0	0	3	0	0	5	0	0	0	0	1	0	0	0	8	0	0	2
Seq18688	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
Seq18689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Seq18690	0	0	19	0	0	0	0	0	59	0	0	0	0	0	0	0	2	1
Seq18691	0	0	10	0	0	1	0	0	3	1	2	0	0	2	5	0	1	19
Seq18692	0	0	12	0	5	0	0	0	0	0	2	1	0	3	7	0	18	306
Seq18693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Seq18694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Seq18695	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Seq18696	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Seq18697	0	3	1589	0	11	60	0	0	170	2	11	51	1	36	27	0	68	922
Seq18698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Seq18699	0	0	15	0	0	28	1	2	38	2	7	30	1	78	105	1	82	129
Seq18700	0	0	29	0	0	0	0	0	10	0	0	1	0	1	1	0	1	0
Seq18701	0	644	284	0	257	239	0	2	445	0	186	73	1	215	557	0	17	329
Seq18702	0	0	1	0	3	1	0	1	17	0	6	29	0	17	405	0	2	6
Seq18703	0	0	4	0	0	3	0	0	1	0	0	1	0	3	7	0	8	21
Seq18704	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1
Seq18705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq18706	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	4
Seq18707	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq18708	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	3	0
Seq18709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq18710	0	0	0	0	1	0	0	0	0	0	2	5	0	4	70	0	0	11
Seq18711	0	0	0	0	0	0	0	0	2	0	1	3	0	1	9	0	6	15
Seq18712	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4
Seq18713	0	0	3	0	2	5	0	0	29	0	3	0	0	0	5	0	0	5
Seq18714	0	1	523	0	48	189	0	0	152	1	232	214	5	196	2167	0	10	623
Seq18715	0	0	8	0	1	16	0	0	12	0	0	8	0	2	102	0	1	24
Seq18716	0	0	18	0	0	1	0	1	22	0	106	152	2	82	1015	0	4	12
Seq18717	0	0	14	0	0	3	0	0	0	0	0	9	0	0	30	0	0	18
Seq18718	0	0	69	0	6	37	0	0	36	0	14	20	1	19	220	0	4	125
Seq18719	0	0	16	0	26	165	0	0	138	0	5	56	0	13	561	0	1	26
Seq18720	0	0	115	0	30	37	0	0	72	0	76	90	0	75	867	0	2	300
Seq18721	0	0	1	0	0	0	0	0	0	0	1	12	0	2	48	0	0	0
Seq18722	0	0	15	0	16	19	0	0	13	0	111	16	0	37	87	1	4	29
Seq18723	0	0	6	0	0	23	0	0	57	3	1	14	0	8	106	0	2	9
Seq18724	0	0	21	0	0	16	0	0	9	0	0	14	0	9	63	0	0	15
Seq18725	0	0	3	0	0	5	0	0	16	0	0	1	0	1	10	0	0	2
Seq18726	0	0	14	0	7	30	0	2	20	0	7	3	0	3	34	0	0	12
Seq18727	0	0	3	0	0	0	0	0	0	0	1	3	0	1	6	0	0	0
Seq18728	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq18729	0	0	10	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1
Seq18730	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18731	0	0	9	0	0	0	0	0	0	0	0	3	0	0	25	0	1	0
Seq18732	0	0	11	0	0	11	0	13	74	0	4	2	0	21	31	0	10	43
Seq18733	0	0	1	0	0	1	0	0	7	0	0	0	0	7	1	0	2	0
Seq18734	0	0	76	0	0	54	0	1	95	0	0	5	0	3	3	0	0	36
Seq18735	0	0	0	0	1	0	0	0	2	0	3	4	0	12	5	0	2	4
Seq18736	0	0	93	0	0	52	0	0	10	0	0	6	0	18	52	0	3	82
Seq18737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3
Seq18738	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq18739	0	0	3	0	3	27	0	2	76	0	0	4	0	0	6	0	0	57
Seq18740	0	0	1	0	0	15	0	0	9	0	1	4	0	14	22	0	5	16
Seq18741	33	219	10185	4	2457	5117	0	615	7477	9	782	2947	1	1991	16334	6	2652	11052
Seq18742	0	6	57	0	25	137	0	31	428	0	14	63	0	57	166	0	0	56
Seq18743	1	0	77	0	1	80	0	6	52	0	0	8	0	11	28	0	24	215
Seq18744	0	0	2	0	0	3	0	0	2	0	0	4	0	0	1	0	0	9
Seq18745	0	0	54	0	3	45	0	20	91	0	4	75	0	6	41	0	3	509
Seq18746	0	0	15	0	0	11	0	0	15	0	1	38	0	28	214	0	0	7
Seq18747	1	5	915	0	30	582	1	12	846	1	66	1268	0	474	6588	0	9	659
Seq18748	1	12	118	1	18	74	0	48	130	0	26	50	0	9	99	0	0	80
Seq18749	0	0	12650	0	1	774	0	0	324	0	3	0	0	6	28	0	0	594
Seq18750	6	92	16682	0	1066	5686	0	133	8629	9	234	1820	3	1146	4896	5	297	8873
Seq18751	0	0	3	0	0	6	0	0	4	0	0	77	0	23	459	0	1	3
Seq18752	13	220	1530	0	1955	1109	3	1087	1024	6	106	124	2	288	345	8	7813	9136
Seq18753	0	0	41	0	0	50	0	0	23	0	0	4	0	0	16	0	0	29
Seq18754	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Seq18755	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq18756	2	0	684	0	20	1219	0	0	113	2	17	156	1	144	755	0	15	1342
Seq18757	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	3
Seq18758	0	0	1	0	0	1	0	0	0	0	0	2	0	1	4	0	0	0
Seq18759	0	0	1	0	0	3	0	0	0	0	0	1	0	0	2	0	0	4
Seq18760	0	0	83	0	0	142	0	0	14	0	5	11	0	11	64	0	1	139
Seq18761	0	0	15	0	2	45	0	0	24	0	3	19	0	3	20	0	0	56
Seq18762	0	0	8	0	0	21	0	0	5	0	0	2	0	4	7	0	1	15
Seq18763	0	0	162	0	2	267	0	0	29	0	0	31	0	8	108	0	0	248
Seq18764	0	0	1	0	0	0	0	0	1	0	0	1	0	0	8	0	0	10
Seq18765	0	0	3	0	0	10	0	0	0	0	3	3	0	2	12	0	0	8
Seq18766	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
Seq18767	0	0	4	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0
Seq18768	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Seq18769	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18770	0	0	2192	1	70	2742	0	1	633	5	159	484	2	564	2008	0	177	2638
Seq18771	0	0	1	0	0	5	0	0	0	0	1	0	0	6	7	0	2	5
Seq18772	0	0	12	0	0	17	0	1	3	0	0	2	0	0	7	0	0	12
Seq18773	0	0	252	0	4	154	0	0	50	1	43	61	0	318	342	0	117	410
Seq18774	0	0	101	0	1	152	0	0	13	0	1	11	0	7	40	0	0	61
Seq18775	0	1	2424	1	57	3191	0	2	675	2	131	665	2	620	2685	1	148	3658
Seq18776	0	0	11	0	2	6	0	0	1	0	3	2	0	4	23	0	8	34
Seq18777	0	0	14	1	0	0	0	0	2	0	0	2	0	2	6	0	0	9
Seq18778	0	0	17	0	0	6	0	3	12	0	3	3	0	1	1	0	1	21
Seq18779	0	0	7	0	0	21	0	3	66	0	1	7	0	2	21	0	0	7
Seq18780	0	0	13	0	0	4	0	0	4	0	0	2	0	0	0	0	1	58
Seq18781	0	0	35	0	0	33	0	1	17	0	3	1	0	1	7	0	3	67
Seq18782	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Seq18783	0	0	3	0	0	3	0	0	1	0	0	1	0	4	3	0	0	2
Seq18784	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18785	0	0	1802	0	0	247	0	0	18	0	0	0	0	0	2	0	15	2388
Seq18786	0	0	2	0	0	74	0	0	0	0	0	0	0	0	3	0	0	0
Seq18787	0	0	196	0	1	42	0	0	38	0	0	13	0	1	49	0	2	149
Seq18788	0	21	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2
Seq18789	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Seq18790	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq18791	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq18792	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5
Seq18793	0	0	7	0	0	7	0	0	2	0	0	2	0	0	2	0	0	6
Seq18794	0	0	35	0	24	116	0	1	86	0	2	5	0	4	59	0	1	61
Seq18795	0	23	11724	0	1088	4006	0	5	2019	0	55	473	0	146	696	1	52	12665
Seq18796	0	0	1	0	0	1	0	0	2	0	0	2	0	0	8	0	0	9
Seq18797	0	0	116	0	8	134	0	2	71	0	3	15	0	7	51	0	4	71
Seq18798	0	0	1	0	0	2	0	0	16	0	0	6	0	2	7	0	1	17
Seq18799	0	210	6896	1	581	2894	0	31	2279	13	250	941	1	663	4271	3	123	7337
Seq18800	0	0	1	0	0	5	0	1	14	0	0	0	0	3	6	0	1	1
Seq18801	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
Seq18802	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1
Seq18803	0	7	191	0	0	32	0	1	143	0	12	38	0	41	204	0	1	93
Seq18804	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Seq18805	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0
Seq18806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq18807	0	3	662	0	0	8	0	0	9	0	0	2	0	2	7	0	0	21
Seq18808	0	2	661	0	9	267	0	2	267	3	21	100	0	28	192	0	22	909
Seq18809	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3
Seq18810	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Seq18811	0	0	447	1	146	370	0	2	227	0	30	84	0	174	659	1	22	398
Seq18812	0	0	8	0	2	2	0	0	1	0	0	3	0	0	15	0	1	3
Seq18813	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3
Seq18814	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Seq18815	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Seq18816	0	0	91	0	0	15	0	0	2	0	3	1	0	3	8	0	0	20
Seq18817	0	1	118	0	1	53	0	0	223	0	0	5	0	0	61	0	0	51
Seq18818	0	5	1069	0	13	337	0	5	317	0	12	29	0	9	122	0	7	233
Seq18819	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq18820	0	0	8	0	1	20	0	0	14	0	1	3	0	1	14	0	0	30
Seq18821	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Seq18822	7	129	12585	8	827	7165	0	218	7473	17	1753	3269	9	1422	11828	2	313	12904
Seq18823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
Seq18824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Seq18825	0	0	611	2	158	305	0	1	171	12	48	95	0	207	434	2	35	1692
Seq18826	0	0	19	0	1	26	0	0	38	1	1	7	0	4	40	0	0	72
Seq18827	0	0	49	0	0	2	0	0	2	0	0	0	0	5	7	0	0	40
Seq18828	0	0	0	0	0	9	0	2	13	0	0	0	0	7	1	0	0	5
Seq18829	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18830	140	1100	1031031	169	10613	318750	85	1821	292694	441	19244	69311	204	24011	279622	250	17556	370411
Seq18831	0	2	3	0	0	138	0	0	13	0	44	10	0	3	22	0	0	3
Seq18832	0	0	1	0	0	0	0	0	3	0	1	0	0	1	3	0	0	2
Seq18833	0	0	98	0	0	476	0	0	46	0	2	23	0	5	56	0	1	48
Seq18834	0	1	814	0	7	490	0	0	120	2	30	89	0	15	225	0	5	108
Seq18835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq18836	0	0	22	0	0	2	0	0	4	0	0	14	0	0	2	0	0	3
Seq18837	0	0	75	0	1	47	0	0	16	0	0	12	0	9	32	0	4	8
Seq18838	0	0	2	0	0	3	0	0	7	0	0	0	0	0	4	0	0	5
Seq18839	0	6	4369	0	72	2475	0	3	784	2	27	123	2	131	764	0	15	1116
Seq18840	0	1	4442	0	331	5931	0	7	2695	0	54	532	0	323	2223	0	46	1634
Seq18841	0	0	10	0	0	36	0	0	17	0	2	7	0	14	48	0	1	15
Seq18842	0	0	2210	0	25	1163	0	2	298	1	16	147	1	62	436	0	4	354
Seq18843	0	0	9	0	0	5	0	0	8	0	0	2	0	0	39	0	0	3
Seq18844	0	0	58	0	4	20	0	3	163	0	10	6	0	14	28	0	3	11
Seq18845	0	0	489	0	31	163	0	3	167	0	21	71	0	29	179	0	0	151
Seq18846	0	0	9	0	0	1	0	0	3	0	0	3	0	0	7	0	0	0
Seq18847	0	0	9	0	0	4	0	0	6	0	1	2	0	0	2	0	5	6
Seq18848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq18849	0	0	5	0	0	3	0	0	2	0	0	0	0	0	1	0	0	1
Seq18850	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
Seq18851	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18852	0	0	15	0	0	10	0	0	1	0	2	1	0	0	3	0	1	5
Seq18853	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq18854	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
Seq18855	0	0	4	0	0	1	0	0	3	0	0	1	0	0	1	0	0	7
Seq18856	0	0	5	0	0	0	0	0	8	0	0	0	0	0	2	0	0	1
Seq18857	0	0	345	0	1	28	0	0	12	0	2	42	0	7	69	0	0	56
Seq18858	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18859	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18860	0	0	113	0	0	11	0	0	2	0	0	2	0	0	4	0	1	2
Seq18861	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18862	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Seq18863	0	0	11	0	1	15	0	0	57	0	0	11	0	10	184	0	2	10
Seq18864	0	0	1	0	0	3	0	0	36	0	0	0	0	0	5	0	1	9
Seq18865	0	0	7	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Seq18866	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Seq18867	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq18868	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq18869	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Seq18870	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq18871	0	0	11	0	5	20	0	0	25	1	0	3	0	8	23	0	0	15
Seq18872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq18873	0	0	15	0	0	25	0	0	20	0	1	37	0	1	43	0	0	14
Seq18874	0	0	0	0	0	7	0	0	3	0	0	0	0	0	2	0	0	36
Seq18875	0	0	1	0	0	0	0	0	2	0	0	1	0	0	4	0	0	1
Seq18876	0	0	221	0	0	81	0	0	37	0	2	87	0	2	128	0	0	68
Seq18877	0	0	18	0	0	1	0	0	3	0	0	1	0	0	6	0	1	13
Seq18878	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0
Seq18879	0	0	5	0	0	4	0	0	1	0	0	2	0	0	8	0	1	5
Seq18880	0	0	7	0	0	1	0	0	11	0	0	0	0	0	4	0	0	2
Seq18881	0	0	1	0	0	23	0	0	6	0	0	4	0	2	20	0	2	6
Seq18882	0	0	13	0	0	22	0	0	0	0	0	1	0	0	11	0	0	3
Seq18883	0	0	2	0	0	8	0	0	1	0	1	3	0	4	15	0	2	4
Seq18884	0	0	5	0	2	3	0	0	4	0	2	6	0	2	2	0	0	0
Seq18885	0	0	4	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1
Seq18886	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
Seq18887	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Seq18888	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
Seq18889	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7
Seq18890	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18891	0	3	9558	0	17	7436	0	1	581	1	27	360	0	173	1886	1	597	36600
Seq18892	0	0	4	0	1	39	0	0	8	0	8	30	0	189	2848	1	4	68
Seq18893	0	0	0	0	0	0	0	0	0	0	0	3	0	2	37	0	0	0
Seq18894	0	0	2	0	0	7	0	0	3	0	5	9	0	12	473	0	2	1
Seq18895	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Seq18896	0	0	7	0	0	27	0	0	11	0	4	16	0	81	1179	0	5	7
Seq18897	0	0	16	0	0	18	0	0	9	0	6	33	1	136	1197	0	4	24
Seq18898	0	0	0	0	0	8	0	0	0	0	0	0	0	0	21	0	0	92
Seq18899	2	6	21904	0	25	13112	0	1	1821	8	20	457	0	198	1192	1	2574	125087
Seq18900	0	0	137	0	1	67	0	0	33	0	0	19	0	2	27	0	35	897
Seq18901	0	0	13	0	0	9	0	0	0	0	0	0	0	0	0	0	6	186
Seq18902	0	1	2644	0	1	1716	0	0	17	0	1	18	0	6	62	0	15	4673
Seq18903	0	0	608	0	0	319	0	0	17	1	4	41	0	55	62	0	6	2499
Seq18904	0	0	32	0	0	80	0	0	7	0	0	6	0	0	8	0	2	137
Seq18905	0	1	2943	0	0	2589	0	0	183	0	0	23	0	1	18	0	211	13417
Seq18906	0	0	2191	0	1	2649	0	0	59	0	1	78	0	19	144	3	599	14248
Seq18907	0	0	4	0	0	0	0	0	2	0	0	6	0	0	0	0	7	80
Seq18908	0	0	10	0	0	15	0	0	148	0	0	9	0	0	8	0	400	9721
Seq18909	0	0	764	0	1	942	0	0	23	0	1	8	0	11	37	0	1	1440
Seq18910	0	0	2498	0	10	1027	0	0	128	0	1	25	0	11	72	0	12	5400
Seq18911	0	1	1799	0	1	293	0	0	106	0	0	7	0	7	39	0	7	1091
Seq18912	0	0	289	0	0	126	0	0	3	0	0	3	0	0	16	0	4	1302
Seq18913	0	0	206	0	0	470	0	0	3	1	1	41	0	1	39	0	10	1461
Seq18914	0	0	255	0	2	121	0	0	12	0	2	4	0	2	66	0	0	435
Seq18915	0	0	32	0	0	23	0	0	3	0	0	5	0	0	2	0	0	332
Seq18916	0	0	121	0	0	35	0	0	0	0	0	3	0	0	3	0	0	1702
Seq18917	0	1	5801	0	16	3624	0	0	1031	3	4	112	0	15	223	0	301	20199
Seq18918	0	0	567	0	4	251	0	0	37	0	0	10	0	2	10	0	9	3751
Seq18919	0	0	318	0	0	242	0	0	4	0	3	5	0	10	40	0	6	478
Seq18920	0	0	63	0	0	28	0	0	3	0	0	3	0	0	0	0	0	59
Seq18921	0	0	342	0	0	9	0	0	6	0	0	0	0	0	1	0	0	460
Seq18922	0	0	1221	0	0	401	0	0	8	0	0	3	0	0	13	1	14	832
Seq18923	0	0	4	0	0	5	0	0	0	0	0	2	0	5	1	0	0	4
Seq18924	0	0	470	0	0	490	0	0	1	0	0	5	0	1	13	0	4	1262
Seq18925	0	0	1088	0	0	696	0	0	1	0	0	4	0	0	8	0	0	2030
Seq18926	0	0	78	0	0	69	0	0	4	0	0	0	0	2	15	0	2	468
Seq18927	0	0	100	0	0	189	0	0	2	0	0	7	0	0	17	0	0	120
Seq18928	0	0	103	0	0	5	0	0	2	0	0	0	0	0	0	0	0	662
Seq18929	0	0	102	0	0	3	0	0	2	0	0	0	0	0	1	0	5	1354
Seq18930	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Seq18931	0	0	4	0	0	5	0	0	0	0	0	0	0	3	2	0	0	28
Seq18932	0	0	333	0	2	184	0	0	371	0	0	8	0	3	8	0	0	1144
Seq18933	0	0	155	0	0	199	0	0	1	0	1	8	0	11	15	0	4	422
Seq18934	0	0	43	0	0	85	0	0	2	0	0	4	0	0	2	0	0	14
Seq18935	0	5	6	0	16	6	0	1	400	0	11	17	0	85	289	0	0	14
Seq18936	0	0	0	0	0	0	0	0	11	0	0	2	0	4	19	0	0	1
Seq18937	0	0	25	1	2	13	0	0	739	0	0	43	0	20	180	0	6	19
Seq18938	0	0	13	2	1	7	0	0	65	0	13	52	0	25	88	0	0	4
Seq18939	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	21	2
Seq18940	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Seq18941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq18942	0	0	0	0	0	13	0	0	0	0	0	2	0	0	7	0	0	2
Seq18943	0	0	17	0	0	3	0	0	5	0	2	2	0	2	9	0	2	299
Seq18944	0	0	32	0	0	6	0	0	1	0	2	1	0	6	0	0	2	9
Seq18945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq18946	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2
Seq18947	0	0	137	0	0	46	0	0	59	0	6	11	0	12	217	0	10	337
Seq18948	0	0	1	0	0	8	0	0	1	0	0	1	0	1	23	0	3	5
Seq18949	0	0	22	0	0	7	0	0	11	0	0	8	0	9	46	0	2	7
Seq18950	0	0	3	0	0	1	0	0	0	0	0	0	0	0	7	0	2	20
Seq18951	0	1	1927	0	11	1059	0	0	104	2	27	196	0	46	477	0	250	1928
Seq18952	0	0	43	0	0	2	0	0	3	0	0	0	0	0	8	0	2	3
Seq18953	0	0	3	0	1	5	0	0	18	0	14	160	0	17	348	0	0	11
Seq18954	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	25
Seq18955	0	0	23	0	0	20	0	0	0	0	0	0	0	0	1	0	0	29
Seq18956	0	1	305	0	7	58	0	0	158	0	0	2	0	0	3	0	16	841
Seq18957	0	0	107	0	0	9	0	0	1	0	0	0	0	0	1	0	1	1055
Seq18958	0	0	22	0	0	3	0	0	13	0	0	0	0	0	0	0	32	718
Seq18959	0	0	617	0	6	49	0	0	440	0	0	1	0	0	2	0	1	1246
Seq18960	0	0	7349	0	0	2434	0	0	4	0	0	7	0	2	44	0	4	2203
Seq18961	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Seq18962	0	0	1270	0	25	1412	0	0	436	2	175	580	0	159	1263	2	650	3226
Seq18963	0	0	38	0	10	55	0	0	214	0	42	515	0	9	870	0	0	32
Seq18964	0	0	4290	1	15	3151	0	0	142	1	43	612	0	167	1969	0	372	6850
Seq18965	0	0	3543	0	0	1097	0	0	3	0	5	15	0	5	48	0	5	1836
Seq18966	0	0	494	0	8	451	0	0	24	0	5	55	0	12	159	1	43	886
Seq18967	0	0	1	0	0	3	0	0	0	0	0	4	0	0	9	0	0	5
Seq18968	0	0	382	0	0	6	0	0	20	0	3	2	0	0	7	0	0	13
Seq18969	0	13	144	0	12	164	0	0	68	0	11	48	0	16	200	0	9	122
Seq18970	0	0	0	0	5	12	0	0	0	0	12	1	0	0	0	0	34	39
Seq18971	0	0	3	0	0	0	0	0	16	0	0	0	0	2	3	0	0	0
Seq18972	0	13	940	0	9	977	0	9	859	1	91	195	0	84	824	0	59	842
Seq18973	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq18974	0	0	246	0	6	249	0	3	253	0	10	83	0	60	156	0	6	232
Seq18975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq18976	0	0	60	0	0	45	0	0	22	0	0	1	0	2	16	0	0	13
Seq18977	0	1	316	6	336	777	0	0	365	0	275	1942	0	417	5668	0	12	349
Seq18978	0	0	408	3	100	1273	1	0	1417	3	811	5136	7	1266	13275	0	47	598
Seq18979	0	0	158	0	27	359	0	1	296	1	100	835	0	235	2967	0	0	117
Seq18980	0	0	128	1	75	798	0	1	185	0	63	781	0	202	3640	0	3	239
Seq18981	0	0	0	0	0	0	0	0	2	5	0	65	0	0	13	0	0	0
Seq18982	0	0	0	0	0	0	0	0	0	2	4	24	0	0	2	0	0	0
Seq18983	0	0	21	0	0	7	0	1	39	0	8	40	0	2	30	0	1	19
Seq18984	0	0	6	0	0	13	0	0	3	0	0	0	0	0	2	0	2	4
Seq18985	0	0	8528	0	1	12557	0	0	5	16	7	8	0	97	27	7	772	3168
Seq18986	0	0	0	0	0	1	0	0	0	0	0	0	0	7	1	0	0	5
Seq18987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq18988	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq18989	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18990	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18991	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Seq18992	0	0	22	0	1	11	0	0	3	0	0	0	0	0	5	0	0	6
Seq18993	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq18994	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Seq18995	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Seq18996	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Seq18997	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5
Seq18998	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
Seq18999	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq19000	0	0	17	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6
Seq19001	0	0	20	0	0	109	0	0	0	0	0	0	0	0	0	0	1	4
Seq19002	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	2
Seq19003	0	0	974	0	0	641	0	1	1	0	0	0	0	0	9	0	2	50
Seq19004	0	0	27	0	0	224	0	0	0	0	2	0	0	0	0	0	0	12
Seq19005	0	0	205	0	0	196	0	0	0	0	0	0	0	0	2	0	0	18
Seq19006	0	0	679	0	0	1340	0	0	0	0	2	1	0	2	3	0	44	288
Seq19007	0	0	261	0	0	40	0	0	0	0	0	0	0	3	0	0	0	20
Seq19008	0	0	55	0	0	45	0	0	0	0	0	0	0	0	0	0	0	4
Seq19009	0	0	394	0	0	70	0	0	0	0	0	2	0	0	1	0	5	33
Seq19010	0	0	85	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
Seq19011	0	0	19	0	0	97	0	0	0	0	1	0	0	0	0	0	0	0
